,Player,Season,GP,W,Sv%,GAA,Age
2530,Marc Lamothe,20032004,2,1,0.948,1.45,29
2531,Marc-Andre Fleury,20032004,21,4,0.896,3.64,19
2532,Marc-Andre Fleury,20052006,50,13,0.898,3.25,21
2533,Marc-Andre Fleury,20062007,67,40,0.906,2.83,22
2534,Marc-Andre Fleury,20072008,35,19,0.921,2.33,23
2535,Marc-Andre Fleury,20082009,62,35,0.912,2.67,24
2536,Marc-Andre Fleury,20092010,67,37,0.905,2.65,25
2537,Marc-Andre Fleury,20102011,65,36,0.918,2.32,26
2538,Marc-Andre Fleury,20112012,67,42,0.913,2.36,27
2539,Marc-Andre Fleury,20122013,33,23,0.916,2.39,28
2540,Marc-Andre Fleury,20132014,64,39,0.915,2.37,29
2541,Marc-Andre Fleury,20142015,64,34,0.92,2.32,30
2542,Marc-Andre Fleury,20152016,58,35,0.921,2.29,31
2543,Marc-Andre Fleury,20162017,38,18,0.909,3.02,32
2544,Marc-Andre Fleury,20172018,46,29,0.927,2.24,33
2545,Marc-Andre Fleury,20182019,61,35,0.913,2.51,34
2546,Marc-Andre Fleury,20192020,49,27,0.905,2.77,35
2547,Marc-Andre Fleury,20202021,36,26,0.928,1.98,36
2548,Marcel Cousineau,19961997,13,3,0.902,3.29,23
2549,Marcel Cousineau,19971998,2,0,1.0,0.0,24
2550,Marcel Cousineau,19981999,6,0,0.882,2.87,25
2551,Marcel Cousineau,19992000,5,1,0.906,2.11,26
2552,Marcel Paille,19571958,33,11,0.908,3.09,25
2553,Marcel Paille,19581959,1,0,0.875,4.0,26
2554,Marcel Paille,19591960,17,6,0.867,3.94,27
2555,Marcel Paille,19601961,4,1,0.895,4.0,28
2556,Marcel Paille,19611962,10,4,0.912,2.8,29
2557,Marcel Paille,19621963,3,0,0.902,3.33,30
2558,Marcel Paille,19641965,39,10,0.893,3.58,32
2559,Marcel Pelletier,19501951,6,1,,4.73,23
2560,Marcel Pelletier,19621963,2,0,0.9,4.62,35
2561,Marco Baron,19791980,1,0,0.846,3.0,20
2562,Marco Baron,19801981,10,3,0.883,2.85,21
2563,Marco Baron,19811982,44,22,0.865,3.43,22
2564,Marco Baron,19821983,9,6,0.858,3.85,23
2565,Marco Baron,19831984,21,3,0.861,4.33,24
2566,Marco Baron,19841985,1,0,0.778,3.71,25
2567,Marcus Hogberg,20182019,4,0,0.884,4.09,24
2568,Marcus Hogberg,20192020,24,5,0.904,3.12,25
2569,Marcus Hogberg,20202021,14,4,0.876,3.74,26
2570,Marek Langhamer,20162017,1,0,0.875,3.87,22
2571,Marek Langhamer,20172018,1,0,1.0,0.0,23
2572,Marek Mazanec,20132014,25,8,0.902,2.8,22
2573,Marek Mazanec,20142015,2,0,0.915,2.27,23
2574,Marek Mazanec,20162017,4,0,0.839,4.73,25
2575,Marek Schwarz,20062007,2,0,0.88,3.0,20
2576,Marek Schwarz,20072008,2,0,0.647,7.25,21
2577,Marek Schwarz,20082009,2,0,1.0,0.0,22
2578,Mario Brunetta,19871988,29,10,0.876,3.73,20
2579,Mario Brunetta,19881989,5,1,0.836,5.04,21
2580,Mario Brunetta,19891990,6,1,0.869,4.08,22
2581,Mario Gosselin,19831984,3,2,0.955,1.21,20
2582,Mario Gosselin,19841985,35,19,0.874,3.31,21
2583,Mario Gosselin,19851986,31,14,0.858,3.88,22
2584,Mario Gosselin,19861987,30,13,0.886,3.19,23
2585,Mario Gosselin,19871988,54,20,0.867,3.79,24
2586,Mario Gosselin,19881989,39,11,0.868,4.25,25
2587,Mario Gosselin,19891990,26,7,0.864,3.87,26
2588,Mario Gosselin,19921993,16,5,0.886,3.94,29
2589,Mario Gosselin,19931994,7,0,0.804,5.27,30
2590,Mario Lessard,19781979,49,23,0.892,3.11,24
2591,Mario Lessard,19791980,50,18,0.87,3.93,25
2592,Mario Lessard,19801981,64,35,0.893,3.26,26
2593,Mario Lessard,19811982,52,13,0.851,4.39,27
2594,Mario Lessard,19821983,19,3,0.843,4.6,28
2595,Mario Lessard,19831984,6,0,0.835,5.88,29
2596,Mark Dekanich,20102011,1,0,0.88,3.6,24
2597,Mark Fitzpatrick,19881989,28,9,0.88,3.98,20
2598,Mark Fitzpatrick,19891990,47,19,0.898,3.39,21
2599,Mark Fitzpatrick,19901991,2,1,0.9,3.01,22
2600,Mark Fitzpatrick,19911992,30,11,0.902,3.2,23
2601,Mark Fitzpatrick,19921993,39,17,0.878,3.46,24
2602,Mark Fitzpatrick,19931994,28,12,0.914,2.73,25
2603,Mark Fitzpatrick,19941995,15,6,0.9,2.64,26
2604,Mark Fitzpatrick,19951996,34,15,0.891,2.96,27
2605,Mark Fitzpatrick,19961997,30,8,0.914,2.36,28
2606,Mark Fitzpatrick,19971998,46,9,0.892,3.12,29
2607,Mark Fitzpatrick,19981999,27,6,0.906,2.74,30
2608,Mark Fitzpatrick,19992000,3,0,0.882,4.48,31
2609,Mark Holden,19811982,1,0,1.0,0.0,24
2610,Mark Holden,19821983,2,0,0.857,4.12,25
2611,Mark Holden,19831984,1,0,0.765,4.64,26
2612,Mark Holden,19841985,4,2,0.856,4.22,27
2613,Mark Laforest,19851986,28,4,0.845,4.96,23
2614,Mark Laforest,19861987,5,2,0.892,3.3,24
2615,Mark Laforest,19871988,21,5,0.874,3.72,25
2616,Mark Laforest,19881989,17,5,0.871,4.12,26
2617,Mark Laforest,19891990,27,9,0.886,3.89,27
2618,Mark Laforest,19931994,5,0,0.823,5.59,31
2619,Mark Visentin,20132014,1,0,0.906,3.06,21
2620,Markus Mattsson,19791980,21,5,0.887,3.26,22
2621,Markus Mattsson,19801981,31,3,0.866,4.52,23
2622,Markus Mattsson,19821983,21,6,0.864,4.28,25
2623,Markus Mattsson,19831984,19,7,0.851,4.32,26
2624,Martin Biron,19951996,3,0,0.844,5.05,18
2625,Martin Biron,19981999,6,1,0.917,2.14,21
2626,Martin Biron,19992000,41,19,0.909,2.42,22
2627,Martin Biron,20002001,18,7,0.909,2.55,23
2628,Martin Biron,20012002,72,31,0.915,2.22,24
2629,Martin Biron,20022003,54,17,0.908,2.56,25
2630,Martin Biron,20032004,52,26,0.913,2.52,26
2631,Martin Biron,20052006,35,21,0.905,2.88,28
2632,Martin Biron,20062007,35,18,0.903,3.03,29
2633,Martin Biron,20072008,62,30,0.918,2.59,30
2634,Martin Biron,20082009,55,29,0.915,2.76,31
2635,Martin Biron,20092010,29,9,0.896,3.27,32
2636,Martin Biron,20102011,17,8,0.923,2.13,33
2637,Martin Biron,20112012,21,12,0.904,2.46,34
2638,Martin Biron,20122013,6,2,0.917,2.32,35
2639,Martin Biron,20132014,2,0,0.763,7.65,36
2640,Martin Brochu,19981999,2,0,0.891,3.01,25
2641,Martin Brochu,20012002,6,0,0.856,4.16,28
2642,Martin Brochu,20032004,1,0,0.947,1.84,30
2643,Martin Brodeur,19911992,4,2,0.882,3.36,19
2644,Martin Brodeur,19931994,47,27,0.915,2.4,21
2645,Martin Brodeur,19941995,40,19,0.902,2.44,22
2646,Martin Brodeur,19951996,77,34,0.911,2.34,23
2647,Martin Brodeur,19961997,67,37,0.927,1.88,24
2648,Martin Brodeur,19971998,70,43,0.917,1.89,25
2649,Martin Brodeur,19981999,70,39,0.906,2.29,26
2650,Martin Brodeur,19992000,72,43,0.91,2.24,27
2651,Martin Brodeur,20002001,72,42,0.906,2.32,28
2652,Martin Brodeur,20012002,73,38,0.906,2.15,29
2653,Martin Brodeur,20022003,73,41,0.914,2.02,30
2654,Martin Brodeur,20032004,75,38,0.917,2.03,31
2655,Martin Brodeur,20052006,73,43,0.911,2.57,33
2656,Martin Brodeur,20062007,78,48,0.922,2.18,34
2657,Martin Brodeur,20072008,77,44,0.92,2.17,35
2658,Martin Brodeur,20082009,31,19,0.916,2.42,36
2659,Martin Brodeur,20092010,77,45,0.916,2.24,37
2660,Martin Brodeur,20102011,56,23,0.903,2.45,38
2661,Martin Brodeur,20112012,59,31,0.908,2.41,39
2662,Martin Brodeur,20122013,29,13,0.901,2.22,40
2663,Martin Brodeur,20132014,39,19,0.901,2.51,41
2664,Martin Brodeur,20142015,7,3,0.899,2.87,42
2665,Martin Gerber,20022003,22,6,0.929,1.94,28
2666,Martin Gerber,20032004,32,11,0.918,2.26,29
2667,Martin Gerber,20052006,60,38,0.906,2.78,31
2668,Martin Gerber,20062007,29,15,0.906,2.78,32
2669,Martin Gerber,20072008,57,30,0.91,2.72,33
2670,Martin Gerber,20082009,26,10,0.902,3.03,34
2671,Martin Gerber,20102011,3,3,0.958,1.3,36
2672,Martin Houle,20062007,1,0,0.667,27.27,21
2673,Martin Jones,20132014,19,12,0.934,1.81,23
2674,Martin Jones,20142015,15,4,0.906,2.24,24
2675,Martin Jones,20152016,65,37,0.918,2.27,25
2676,Martin Jones,20162017,65,35,0.912,2.4,26
2677,Martin Jones,20172018,60,30,0.915,2.55,27
2678,Martin Jones,20182019,62,36,0.896,2.94,28
2679,Martin Jones,20192020,41,17,0.896,3.0,29
2680,Martin Jones,20202021,34,15,0.896,3.28,30
2681,Martin Prusek,20012002,1,0,0.8,2.92,26
2682,Martin Prusek,20022003,18,12,0.911,2.38,27
2683,Martin Prusek,20032004,29,16,0.917,2.12,28
2684,Martin Prusek,20052006,9,3,0.879,3.21,30
2685,Marty Turco,20002001,26,13,0.925,1.9,25
2686,Marty Turco,20012002,31,15,0.921,2.09,26
2687,Marty Turco,20022003,55,31,0.932,1.72,27
2688,Marty Turco,20032004,73,37,0.913,1.98,28
2689,Marty Turco,20052006,68,41,0.898,2.55,30
2690,Marty Turco,20062007,67,38,0.91,2.23,31
2691,Marty Turco,20072008,62,32,0.909,2.31,32
2692,Marty Turco,20082009,74,33,0.898,2.81,33
2693,Marty Turco,20092010,53,22,0.913,2.72,34
2694,Marty Turco,20102011,29,11,0.897,3.02,35
2695,Marty Turco,20112012,5,2,0.855,3.68,36
2696,Marv Edwards,19681969,1,0,0.909,3.0,33
2697,Marv Edwards,19691970,25,10,0.91,3.26,34
2698,Marv Edwards,19721973,21,4,0.874,4.33,37
2699,Marv Edwards,19731974,14,1,0.889,3.93,38
2700,Mathieu Chouinard,20032004,1,0,1.0,0.0,23
2701,Mathieu Garon,20002001,11,4,0.897,2.44,22
2702,Mathieu Garon,20012002,5,1,0.871,4.37,23
2703,Mathieu Garon,20022003,8,3,0.94,1.99,24
2704,Mathieu Garon,20032004,19,8,0.921,2.27,25
2705,Mathieu Garon,20052006,63,31,0.894,3.22,27
2706,Mathieu Garon,20062007,32,13,0.907,2.66,28
2707,Mathieu Garon,20072008,47,26,0.913,2.66,29
2708,Mathieu Garon,20082009,19,8,0.894,3.12,30
2709,Mathieu Garon,20092010,35,12,0.903,2.81,31
2710,Mathieu Garon,20102011,36,10,0.901,2.72,32
2711,Mathieu Garon,20112012,48,23,0.901,2.85,33
2712,Mathieu Garon,20122013,18,5,0.897,2.9,34
2713,Matiss Kivlenieks,20192020,6,1,0.898,2.95,23
2714,Matiss Kivlenieks,20202021,2,1,0.901,3.4,24
2715,Matt Climie,20082009,3,2,0.894,2.92,25
2716,Matt Climie,20092010,1,0,0.868,5.0,26
2717,Matt Climie,20102011,1,0,0.938,1.85,27
2718,Matt Delguidice,19901991,1,0,1.0,0.0,23
2719,Matt Delguidice,19911992,10,2,0.883,3.96,24
2720,Matt Hackett,20112012,12,3,0.922,2.38,21
2721,Matt Hackett,20122013,1,0,0.848,5.07,22
2722,Matt Hackett,20132014,8,1,0.908,3.1,23
2723,Matt Hackett,20142015,5,0,0.884,4.32,24
2724,Matt Keetley,20072008,1,0,1.0,0.0,21
2725,Matt Murray,20152016,13,9,0.93,2.0,21
2726,Matt Murray,20162017,49,32,0.923,2.41,22
2727,Matt Murray,20172018,49,27,0.907,2.92,23
2728,Matt Murray,20182019,50,29,0.919,2.69,24
2729,Matt Murray,20192020,38,20,0.899,2.87,25
2730,Matt Murray,20202021,27,10,0.893,3.38,26
2731,Matt Underhill,20032004,1,0,0.879,3.95,24
2732,Matt Zaba,20092010,1,0,0.875,3.56,26
2733,Matthew O'Connor,20152016,1,0,0.912,3.1,23
2734,Matthew Yeats,20032004,5,1,0.908,3.03,24
2735,Maxime Lagace,20172018,16,6,0.867,3.92,24
2736,Maxime Lagace,20182019,1,0,0.871,4.03,25
2737,Maxime Lagace,20202021,1,1,1.0,0.0,27
2738,Maxime Ouellet,20002001,2,0,0.889,2.38,19
2739,Maxime Ouellet,20032004,6,2,0.91,3.12,22
2740,Maxime Ouellet,20052006,4,0,0.894,3.25,24
2741,Michael Dipietro,20182019,1,0,0.708,7.0,19
2742,Michael Dipietro,20192020,1,0,0.857,7.16,20
2743,Michael Garnett,20052006,24,10,0.885,3.44,23
2744,Michael Houser,20202021,4,2,0.901,3.46,28
2745,Michael Hutchinson,20132014,3,2,0.943,1.64,23
2746,Michael Hutchinson,20142015,38,21,0.914,2.38,24
2747,Michael Hutchinson,20152016,30,9,0.907,2.84,25
2748,Michael Hutchinson,20162017,28,9,0.903,2.92,26
2749,Michael Hutchinson,20172018,3,2,0.907,3.26,27
2750,Michael Hutchinson,20182019,9,3,0.887,3.27,28
2751,Michael Hutchinson,20192020,16,5,0.888,3.47,29
2752,Michael Hutchinson,20202021,8,4,0.919,2.42,30
2753,Michael Leighton,20022003,8,2,0.913,2.82,21
2754,Michael Leighton,20032004,34,6,0.9,2.99,22
2755,Michael Leighton,20062007,5,2,0.875,3.92,25
2756,Michael Leighton,20072008,3,1,0.897,2.66,26
2757,Michael Leighton,20082009,19,6,0.901,2.92,27
2758,Michael Leighton,20092010,34,17,0.905,2.83,28
2759,Michael Leighton,20102011,1,1,0.889,4.01,29
2760,Michael Leighton,20122013,1,0,0.808,5.07,31
2761,Michael Leighton,20152016,1,0,0.941,1.52,34
2762,Michael Leighton,20162017,4,2,0.87,3.42,35
2763,Michael O'Neill,19911992,1,0,0.857,4.62,24
2764,Michael O'Neill,19921993,2,0,0.824,4.94,25
2765,Michael O'Neill,19931994,17,0,0.866,4.14,26
2766,Michael O'Neill,19961997,1,0,0.7,5.76,29
2767,Michael Rosati,19981999,1,1,1.0,0.0,30
2768,Michael Sands,19841985,3,0,0.841,6.05,21
2769,Michael Sands,19861987,3,0,0.883,4.43,23
2770,Michael Wall,20062007,4,2,0.877,2.97,21
2771,Michael Zanier,19841985,3,1,0.88,3.89,22
2772,Michal Neuvirth,20082009,5,2,0.892,3.0,20
2773,Michal Neuvirth,20092010,17,9,0.914,2.75,21
2774,Michal Neuvirth,20102011,48,27,0.914,2.45,22
2775,Michal Neuvirth,20112012,38,13,0.903,2.82,23
2776,Michal Neuvirth,20122013,13,4,0.91,2.74,24
2777,Michal Neuvirth,20132014,15,4,0.921,2.78,25
2778,Michal Neuvirth,20142015,32,7,0.914,2.98,26
2779,Michal Neuvirth,20152016,32,18,0.924,2.27,27
2780,Michal Neuvirth,20162017,28,11,0.891,2.82,28
2781,Michal Neuvirth,20172018,22,9,0.915,2.6,29
2782,Michal Neuvirth,20182019,7,1,0.859,4.27,30
2783,Michel Belhumeur,19721973,23,9,0.903,3.23,23
2784,Michel Belhumeur,19741975,35,0,0.861,5.37,25
2785,Michel Belhumeur,19751976,7,0,0.86,5.11,26
2786,Michel Dion,19791980,50,15,0.888,3.71,25
2787,Michel Dion,19801981,26,3,0.847,5.08,26
2788,Michel Dion,19811982,62,25,0.878,3.8,27
2789,Michel Dion,19821983,49,12,0.868,4.27,28
2790,Michel Dion,19831984,30,2,0.852,5.34,29
2791,Michel Dion,19841985,10,3,0.863,4.69,30
2792,Michel Dumas,19741975,3,2,0.833,3.47,25
2793,Michel Dumas,19761977,5,0,0.879,4.23,27
2794,Michel Larocque,19731974,27,15,0.907,2.9,21
2795,Michel Larocque,19741975,25,17,0.892,3.0,22
2796,Michel Larocque,19751976,22,16,0.907,2.46,23
2797,Michel Larocque,19761977,26,19,0.91,2.09,24
2798,Michel Larocque,19771978,30,22,0.895,2.67,25
2799,Michel Larocque,19781979,34,22,0.888,2.84,26
2800,Michel Larocque,19791980,39,17,0.88,3.33,27
2801,Michel Larocque,19801981,36,19,0.873,3.52,28
2802,Michel Larocque,19811982,50,10,0.862,4.7,29
2803,Michel Larocque,19821983,18,3,0.851,4.78,30
2804,Michel Larocque,19831984,5,0,0.81,6.22,31
2805,Michel Plasse,19701971,1,1,0.917,3.0,22
2806,Michel Plasse,19721973,17,11,0.912,2.58,24
2807,Michel Plasse,19731974,15,7,0.863,4.08,25
2808,Michel Plasse,19741975,44,13,0.881,4.03,26
2809,Michel Plasse,19751976,55,24,0.89,3.46,27
2810,Michel Plasse,19761977,54,12,0.889,3.82,28
2811,Michel Plasse,19771978,24,3,0.871,3.91,29
2812,Michel Plasse,19781979,41,9,0.873,3.97,30
2813,Michel Plasse,19791980,6,0,0.84,4.77,31
2814,Michel Plasse,19801981,33,10,0.876,3.66,32
2815,Michel Plasse,19811982,8,2,0.821,5.43,33
2816,Miikka Kiprusoff,20002001,5,2,0.902,1.94,24
2817,Miikka Kiprusoff,20012002,20,7,0.915,2.49,25
2818,Miikka Kiprusoff,20022003,22,5,0.879,3.25,26
2819,Miikka Kiprusoff,20032004,38,24,0.933,1.7,27
2820,Miikka Kiprusoff,20052006,74,42,0.923,2.07,29
2821,Miikka Kiprusoff,20062007,74,40,0.917,2.46,30
2822,Miikka Kiprusoff,20072008,76,39,0.906,2.69,31
2823,Miikka Kiprusoff,20082009,76,45,0.903,2.84,32
2824,Miikka Kiprusoff,20092010,73,35,0.92,2.31,33
2825,Miikka Kiprusoff,20102011,71,37,0.906,2.63,34
2826,Miikka Kiprusoff,20112012,70,35,0.921,2.35,35
2827,Miikka Kiprusoff,20122013,24,8,0.882,3.44,36
2828,Mika Noronen,20002001,2,2,0.872,2.77,21
2829,Mika Noronen,20012002,10,4,0.894,2.66,22
2830,Mika Noronen,20022003,16,4,0.912,2.42,23
2831,Mika Noronen,20032004,35,11,0.906,2.57,24
2832,Mika Noronen,20052006,8,2,0.857,3.9,26
2833,Mikael Tellqvist,20022003,3,1,0.895,2.79,23
2834,Mikael Tellqvist,20032004,11,5,0.894,2.87,24
2835,Mikael Tellqvist,20052006,25,10,0.895,3.13,26
2836,Mikael Tellqvist,20062007,31,11,0.885,3.34,27
2837,Mikael Tellqvist,20072008,22,9,0.908,2.74,28
2838,Mikael Tellqvist,20082009,21,9,0.912,2.74,29
2839,Mike Bales,19921993,1,0,0.9,2.42,21
2840,Mike Bales,19941995,1,0,1.0,0.0,23
2841,Mike Bales,19951996,20,2,0.871,4.15,24
2842,Mike Bales,19961997,1,0,0.778,4.64,25
2843,Mike Blake,19811982,2,0,0.938,2.35,25
2844,Mike Blake,19821983,9,4,0.857,4.18,26
2845,Mike Blake,19831984,29,9,0.867,4.34,27
2846,Mike Brodeur,20092010,3,3,0.966,1.0,26
2847,Mike Brodeur,20102011,4,0,0.833,4.34,27
2848,Mike Condon,20152016,55,21,0.903,2.71,25
2849,Mike Condon,20162017,41,19,0.914,2.48,26
2850,Mike Condon,20172018,31,5,0.902,3.25,27
2851,Mike Condon,20182019,2,0,0.8,6.38,28
2852,Mike Dunham,19961997,26,8,0.906,2.55,24
2853,Mike Dunham,19971998,15,5,0.913,2.25,25
2854,Mike Dunham,19981999,44,16,0.908,3.08,26
2855,Mike Dunham,19992000,52,19,0.908,2.85,27
2856,Mike Dunham,20002001,48,21,0.923,2.28,28
2857,Mike Dunham,20012002,58,23,0.906,2.61,29
2858,Mike Dunham,20022003,58,21,0.916,2.5,30
2859,Mike Dunham,20032004,57,16,0.896,3.03,31
2860,Mike Dunham,20052006,17,8,0.893,2.77,33
2861,Mike Dunham,20062007,19,4,0.889,3.74,34
2862,Mike Fountain,19961997,6,2,0.896,3.43,24
2863,Mike Fountain,19971998,3,0,0.853,3.68,25
2864,Mike Fountain,19992000,1,0,0.833,3.87,27
2865,Mike Fountain,20002001,1,0,0.88,3.07,28
2866,Mike Greenlay,19891990,2,0,0.765,11.75,21
2867,Mike Lenarduzzi,19921993,3,1,0.897,3.22,20
2868,Mike Lenarduzzi,19931994,1,0,0.917,2.83,21
2869,Mike Liut,19791980,64,32,0.895,3.18,23
2870,Mike Liut,19801981,61,33,0.894,3.35,24
2871,Mike Liut,19811982,64,28,0.877,4.07,25
2872,Mike Liut,19821983,68,21,0.877,3.72,26
2873,Mike Liut,19831984,58,25,0.884,3.47,27
2874,Mike Liut,19841985,44,16,0.888,3.59,28
2875,Mike Liut,19851986,57,27,0.874,3.61,29
2876,Mike Liut,19861987,59,31,0.885,3.23,30
2877,Mike Liut,19871988,60,25,0.884,3.18,31
2878,Mike Liut,19881989,35,13,0.861,4.25,32
2879,Mike Liut,19891990,37,19,0.905,2.53,33
2880,Mike Liut,19901991,35,13,0.855,3.73,34
2881,Mike Liut,19911992,21,10,0.875,3.74,35
2882,Mike McKenna,20082009,15,4,0.887,3.56,25
2883,Mike McKenna,20102011,2,0,0.893,3.05,27
2884,Mike McKenna,20132014,4,1,0.904,3.01,30
2885,Mike McKenna,20142015,1,0,0.853,5.0,31
2886,Mike McKenna,20172018,2,1,0.9,2.96,34
2887,Mike McKenna,20182019,11,1,0.892,3.99,35
2888,Mike Minard,19992000,1,1,0.917,3.0,23
2889,Mike Moffat,19811982,2,2,0.882,3.0,19
2890,Mike Moffat,19821983,12,4,0.817,4.51,20
2891,Mike Moffat,19831984,4,1,0.815,4.84,21
2892,Mike Morrison,20052006,25,11,0.882,2.95,26
2893,Mike Morrison,20062007,4,0,0.79,6.13,27
2894,Mike Murphy,20112012,2,0,1.0,0.0,22
2895,Mike Palmateer,19761977,50,23,0.904,3.22,22
2896,Mike Palmateer,19771978,63,34,0.911,2.75,23
2897,Mike Palmateer,19781979,58,26,0.909,2.96,24
2898,Mike Palmateer,19791980,38,16,0.873,3.69,25
2899,Mike Palmateer,19801981,49,18,0.878,3.86,26
2900,Mike Palmateer,19811982,11,2,0.85,4.84,27
2901,Mike Palmateer,19821983,53,21,0.871,3.99,28
2902,Mike Palmateer,19831984,34,9,0.848,4.91,29
2903,Mike Richter,19891990,23,12,0.904,3.0,23
2904,Mike Richter,19901991,45,21,0.903,3.12,24
2905,Mike Richter,19911992,41,23,0.901,3.11,25
2906,Mike Richter,19921993,38,13,0.886,3.82,26
2907,Mike Richter,19931994,68,42,0.91,2.57,27
2908,Mike Richter,19941995,35,14,0.89,2.92,28
2909,Mike Richter,19951996,41,24,0.912,2.68,29
2910,Mike Richter,19961997,61,33,0.917,2.69,30
2911,Mike Richter,19971998,72,21,0.903,2.66,31
2912,Mike Richter,19981999,68,27,0.91,2.63,32
2913,Mike Richter,19992000,61,22,0.905,2.87,33
2914,Mike Richter,20002001,45,20,0.893,3.28,34
2915,Mike Richter,20012002,55,24,0.906,2.95,35
2916,Mike Richter,20022003,13,5,0.897,2.94,36
2917,Mike Smith,20062007,23,12,0.912,2.23,24
2918,Mike Smith,20072008,34,15,0.901,2.59,25
2919,Mike Smith,20082009,41,14,0.916,2.62,26
2920,Mike Smith,20092010,42,13,0.9,3.09,27
2921,Mike Smith,20102011,22,13,0.899,2.89,28
2922,Mike Smith,20112012,67,38,0.93,2.21,29
2923,Mike Smith,20122013,34,15,0.91,2.58,30
2924,Mike Smith,20132014,62,27,0.915,2.64,31
2925,Mike Smith,20142015,62,14,0.904,3.16,32
2926,Mike Smith,20152016,32,15,0.916,2.63,33
2927,Mike Smith,20162017,55,19,0.914,2.92,34
2928,Mike Smith,20172018,55,25,0.916,2.65,35
2929,Mike Smith,20182019,42,23,0.898,2.72,36
2930,Mike Smith,20192020,39,19,0.902,2.95,37
2931,Mike Smith,20202021,32,21,0.923,2.31,38
2932,Mike Torchia,19941995,6,3,0.895,3.3,22
2933,Mike Veisor,19731974,10,7,0.925,2.23,21
2934,Mike Veisor,19741975,9,1,0.838,4.71,22
2935,Mike Veisor,19761977,3,1,0.887,4.33,24
2936,Mike Veisor,19771978,12,3,0.92,2.59,25
2937,Mike Veisor,19781979,17,5,0.904,3.54,26
2938,Mike Veisor,19791980,11,3,0.903,3.28,27
2939,Mike Veisor,19801981,29,6,0.869,4.48,28
2940,Mike Veisor,19811982,13,5,0.88,4.54,29
2941,Mike Veisor,19821983,23,5,0.855,5.56,30
2942,Mike Veisor,19831984,12,5,0.839,4.19,31
2943,Mike Vernon,19821983,2,0,0.761,6.6,19
2944,Mike Vernon,19831984,1,0,0.333,21.88,20
2945,Mike Vernon,19851986,18,9,0.875,3.39,22
2946,Mike Vernon,19861987,55,30,0.883,3.62,23
2947,Mike Vernon,19871988,64,39,0.877,3.54,24
2948,Mike Vernon,19881989,52,37,0.897,2.66,25
2949,Mike Vernon,19891990,47,23,0.87,3.13,26
2950,Mike Vernon,19901991,54,31,0.878,3.31,27
2951,Mike Vernon,19911992,63,24,0.883,3.58,28
2952,Mike Vernon,19921993,64,29,0.887,3.26,29
2953,Mike Vernon,19931994,48,26,0.892,2.81,30
2954,Mike Vernon,19941995,30,19,0.893,2.52,31
2955,Mike Vernon,19951996,32,21,0.903,2.26,32
2956,Mike Vernon,19961997,33,13,0.899,2.43,33
2957,Mike Vernon,19971998,62,30,0.896,2.46,34
2958,Mike Vernon,19981999,49,16,0.911,2.27,35
2959,Mike Vernon,19992000,49,24,0.917,2.47,36
2960,Mike Vernon,20002001,41,12,0.883,3.23,37
2961,Mike Vernon,20012002,18,2,0.899,2.76,38
2962,Mikhail Shtalenkov,19931994,10,3,0.909,2.65,28
2963,Mikhail Shtalenkov,19941995,18,4,0.891,3.63,29
2964,Mikhail Shtalenkov,19951996,30,7,0.896,3.12,30
2965,Mikhail Shtalenkov,19961997,24,7,0.904,2.89,31
2966,Mikhail Shtalenkov,19971998,40,13,0.893,3.22,32
2967,Mikhail Shtalenkov,19981999,38,13,0.898,2.62,33
2968,Mikhail Shtalenkov,19992000,30,15,0.905,2.35,34
2969,Mikko Koskinen,20102011,4,2,0.873,4.33,22
2970,Mikko Koskinen,20182019,55,25,0.906,2.93,30
2971,Mikko Koskinen,20192020,38,18,0.917,2.75,31
2972,Mikko Koskinen,20202021,26,13,0.899,3.17,32
2973,Milan Hnilicka,19992000,2,0,0.886,3.48,26
2974,Milan Hnilicka,20002001,36,12,0.89,3.35,27
2975,Milan Hnilicka,20012002,60,13,0.908,3.19,28
2976,Milan Hnilicka,20022003,21,4,0.893,3.56,29
2977,Milan Hnilicka,20032004,2,0,0.881,3.76,30
2978,Moe Roberts,19511952,1,0,,0.0,46
2979,Murray Bannerman,19771978,1,0,1.0,0.0,20
2980,Murray Bannerman,19801981,15,2,0.866,4.31,23
2981,Murray Bannerman,19811982,29,11,0.867,4.18,24
2982,Murray Bannerman,19821983,41,24,0.901,3.1,25
2983,Murray Bannerman,19831984,56,23,0.887,3.39,26
2984,Murray Bannerman,19841985,60,27,0.883,3.84,27
2985,Murray Bannerman,19851986,48,20,0.869,4.5,28
2986,Murray Bannerman,19861987,39,9,0.873,4.15,29
2987,Murray McLachlan,19701971,2,0,0.765,9.72,22
2988,Nathan Lawson,20102011,10,1,0.893,4.06,27
2989,Nathan Lawson,20132014,1,0,0.8,10.11,30
2990,Nathan Lieuwen,20132014,7,1,0.906,2.97,22
2991,Neil Little,20012002,1,0,0.862,4.0,30
2992,Neil Little,20032004,1,0,0.75,3.61,32
2993,Nick Ricci,19791980,4,2,0.898,3.51,25
2994,Nick Ricci,19801981,9,4,0.861,3.92,26
2995,Nick Ricci,19811982,3,0,0.843,5.32,27
2996,Nick Ricci,19821983,3,1,0.789,6.53,28
2997,Niklas Backstrom,20062007,41,23,0.929,1.97,28
2998,Niklas Backstrom,20072008,58,33,0.92,2.31,29
2999,Niklas Backstrom,20082009,71,37,0.923,2.33,30
3000,Niklas Backstrom,20092010,60,26,0.903,2.72,31
